State,Transaction_Year,Quarters,District,RegisteredUsers
delhi,2021,2,north,952374
delhi,2021,2,south west,906878
delhi,2021,2,east,839185
delhi,2021,2,south,799590
delhi,2021,2,shahdara,681073
delhi,2021,3,west,1785309
delhi,2021,3,south east delhi,1441462
delhi,2021,3,north west,1254464
delhi,2021,3,new delhi,1185588
delhi,2021,3,central delhi,1184217
delhi,2021,3,north,1022251
delhi,2021,3,south west,971552
delhi,2021,3,east,898137
delhi,2021,3,south,855177
delhi,2021,3,shahdara,730209
delhi,2021,1,west,1559112
delhi,2021,1,south east delhi,1260645
delhi,2021,1,north west,1094464
delhi,2021,1,new delhi,1039016
delhi,2021,1,central delhi,1035060
delhi,2021,1,north,890194
delhi,2021,1,south west,849223
delhi,2021,1,east,786308
delhi,2021,1,south,749173
delhi,2021,1,shahdara,636908
tamil-nadu,2019,4,chennai,1216610
tamil-nadu,2019,4,thiruvallur,934744
tamil-nadu,2019,4,chengalpattu,829575
tamil-nadu,2019,4,coimbatore,767480
tamil-nadu,2019,4,kancheepuram,564806
tamil-nadu,2019,4,tiruppur,427694
tamil-nadu,2019,4,salem,390301
tamil-nadu,2019,4,madurai,351234
tamil-nadu,2019,4,krishnagiri,335178
tamil-nadu,2019,4,tiruchirappalli,299366
tamil-nadu,2019,2,chennai,969955
tamil-nadu,2019,2,thiruvallur,733978
tamil-nadu,2019,2,chengalpattu,667137
tamil-nadu,2019,2,coimbatore,584160
tamil-nadu,2019,2,kancheepuram,447527
tamil-nadu,2019,2,tiruppur,324350
tamil-nadu,2019,2,salem,302033
tamil-nadu,2019,2,madurai,268420
tamil-nadu,2019,2,krishnagiri,252986
tamil-nadu,2019,2,tiruchirappalli,229886
tamil-nadu,2019,3,chennai,1090190
tamil-nadu,2019,3,thiruvallur,828137
tamil-nadu,2019,3,chengalpattu,744424
tamil-nadu,2019,3,coimbatore,669547
tamil-nadu,2019,3,kancheepuram,503192
tamil-nadu,2019,3,tiruppur,371296
tamil-nadu,2019,3,salem,342259
tamil-nadu,2019,3,madurai,305793
tamil-nadu,2019,3,krishnagiri,290478
tamil-nadu,2019,3,tiruchirappalli,261919
tamil-nadu,2019,1,chennai,830586
tamil-nadu,2019,1,thiruvallur,625908
tamil-nadu,2019,1,chengalpattu,578045
tamil-nadu,2019,1,coimbatore,495350
tamil-nadu,2019,1,kancheepuram,385091
tamil-nadu,2019,1,tiruppur,273869
tamil-nadu,2019,1,salem,257624
tamil-nadu,2019,1,madurai,224783
tamil-nadu,2019,1,krishnagiri,212859
tamil-nadu,2019,1,tiruchirappalli,193798
tamil-nadu,2022,4,chennai,2763151
tamil-nadu,2022,4,thiruvallur,2290089
tamil-nadu,2022,4,coimbatore,1955681
tamil-nadu,2022,4,chengalpattu,1876163
tamil-nadu,2022,4,kancheepuram,1346845
tamil-nadu,2022,4,tiruppur,1183174
tamil-nadu,2022,4,salem,1052099
tamil-nadu,2022,4,madurai,953739
tamil-nadu,2022,4,krishnagiri,902906
tamil-nadu,2022,4,tiruchirappalli,798742
tamil-nadu,2022,2,chennai,2509588
tamil-nadu,2022,2,thiruvallur,2075274
tamil-nadu,2022,2,coimbatore,1775760
tamil-nadu,2022,2,chengalpattu,1704864
tamil-nadu,2022,2,kancheepuram,1220237
tamil-nadu,2022,2,tiruppur,1070480
tamil-nadu,2022,2,salem,954155
tamil-nadu,2022,2,madurai,864806
tamil-nadu,2022,2,krishnagiri,818552
tamil-nadu,2022,2,tiruchirappalli,725751
tamil-nadu,2022,3,chennai,2635738
tamil-nadu,2022,3,thiruvallur,2183990
tamil-nadu,2022,3,coimbatore,1867655
tamil-nadu,2022,3,chengalpattu,1791530
tamil-nadu,2022,3,kancheepuram,1284243
tamil-nadu,2022,3,tiruppur,1128474
tamil-nadu,2022,3,salem,1005031
tamil-nadu,2022,3,madurai,910111
tamil-nadu,2022,3,krishnagiri,862231
tamil-nadu,2022,3,tiruchirappalli,763327
tamil-nadu,2022,1,chennai,2388315
tamil-nadu,2022,1,thiruvallur,1970646
tamil-nadu,2022,1,coimbatore,1687096
tamil-nadu,2022,1,chengalpattu,1621177
tamil-nadu,2022,1,kancheepuram,1158719
tamil-nadu,2022,1,tiruppur,1014036
tamil-nadu,2022,1,salem,905104
tamil-nadu,2022,1,madurai,820952
tamil-nadu,2022,1,krishnagiri,776101
tamil-nadu,2022,1,tiruchirappalli,688562
tamil-nadu,2018,4,chennai,689276
tamil-nadu,2018,4,thiruvallur,514830
tamil-nadu,2018,4,chengalpattu,483785
tamil-nadu,2018,4,coimbatore,415090
tamil-nadu,2018,4,kancheepuram,318007
tamil-nadu,2018,4,tiruppur,227253
tamil-nadu,2018,4,salem,215365
tamil-nadu,2018,4,madurai,183206
tamil-nadu,2018,4,krishnagiri,172743
tamil-nadu,2018,4,tiruchirappalli,160006
tamil-nadu,2018,2,chennai,401349
tamil-nadu,2018,2,thiruvallur,300210
tamil-nadu,2018,2,chengalpattu,292432
tamil-nadu,2018,2,coimbatore,244374
tamil-nadu,2018,2,kancheepuram,188583
tamil-nadu,2018,2,tiruppur,128535
tamil-nadu,2018,2,salem,126830
tamil-nadu,2018,2,madurai,105957
tamil-nadu,2018,2,krishnagiri,96842
tamil-nadu,2018,2,tiruchirappalli,91156
tamil-nadu,2018,3,chennai,511138
tamil-nadu,2018,3,thiruvallur,381620
tamil-nadu,2018,3,chengalpattu,368413
tamil-nadu,2018,3,coimbatore,318461
tamil-nadu,2018,3,kancheepuram,239985
tamil-nadu,2018,3,tiruppur,172195
tamil-nadu,2018,3,salem,164489
tamil-nadu,2018,3,madurai,138064
tamil-nadu,2018,3,krishnagiri,128769
tamil-nadu,2018,3,tiruchirappalli,119661
tamil-nadu,2018,1,chennai,292004
tamil-nadu,2018,1,thiruvallur,215622
tamil-nadu,2018,1,chengalpattu,215210
tamil-nadu,2018,1,coimbatore,170306
tamil-nadu,2018,1,kancheepuram,136352
tamil-nadu,2018,1,salem,88288
tamil-nadu,2018,1,tiruppur,87652
tamil-nadu,2018,1,madurai,72582
tamil-nadu,2018,1,krishnagiri,66958
tamil-nadu,2018,1,tiruchirappalli,62230
tamil-nadu,2020,4,chennai,1731527
tamil-nadu,2020,4,thiruvallur,1408348
tamil-nadu,2020,4,coimbatore,1205249
tamil-nadu,2020,4,chengalpattu,1170720
tamil-nadu,2020,4,kancheepuram,829207
tamil-nadu,2020,4,tiruppur,710489
tamil-nadu,2020,4,salem,638883
tamil-nadu,2020,4,madurai,582252
tamil-nadu,2020,4,krishnagiri,545815
tamil-nadu,2020,4,tiruchirappalli,487716
tamil-nadu,2020,2,chennai,1436722
tamil-nadu,2020,2,thiruvallur,1140330
tamil-nadu,2020,2,chengalpattu,979769
tamil-nadu,2020,2,coimbatore,958191
tamil-nadu,2020,2,kancheepuram,678899
tamil-nadu,2020,2,tiruppur,550609
tamil-nadu,2020,2,salem,499360
tamil-nadu,2020,2,madurai,456527
tamil-nadu,2020,2,krishnagiri,424184
tamil-nadu,2020,2,tiruchirappalli,383178
tamil-nadu,2020,3,chennai,1566152
tamil-nadu,2020,3,thiruvallur,1260923
tamil-nadu,2020,3,coimbatore,1073680
tamil-nadu,2020,3,chengalpattu,1064263
tamil-nadu,2020,3,kancheepuram,744437
tamil-nadu,2020,3,tiruppur,625391
tamil-nadu,2020,3,salem,564858
tamil-nadu,2020,3,madurai,516447
tamil-nadu,2020,3,krishnagiri,480568
tamil-nadu,2020,3,tiruchirappalli,433221
tamil-nadu,2020,1,chennai,1340762
tamil-nadu,2020,1,thiruvallur,1041642
tamil-nadu,2020,1,chengalpattu,912587
tamil-nadu,2020,1,coimbatore,868832
tamil-nadu,2020,1,kancheepuram,626872
tamil-nadu,2020,1,tiruppur,488697
tamil-nadu,2020,1,salem,442045
tamil-nadu,2020,1,madurai,402474
tamil-nadu,2020,1,krishnagiri,379857
tamil-nadu,2020,1,tiruchirappalli,339829
tamil-nadu,2021,4,chennai,2261346
tamil-nadu,2021,4,thiruvallur,1860992
tamil-nadu,2021,4,coimbatore,1594082
tamil-nadu,2021,4,chengalpattu,1532535
tamil-nadu,2021,4,kancheepuram,1094222
tamil-nadu,2021,4,tiruppur,954674
tamil-nadu,2021,4,salem,853064
tamil-nadu,2021,4,madurai,774490
tamil-nadu,2021,4,krishnagiri,731018
tamil-nadu,2021,4,tiruchirappalli,649095
tamil-nadu,2021,2,chennai,1988355
tamil-nadu,2021,2,thiruvallur,1626966
tamil-nadu,2021,2,coimbatore,1393621
tamil-nadu,2021,2,chengalpattu,1344163
tamil-nadu,2021,2,kancheepuram,957182
tamil-nadu,2021,2,tiruppur,828168
tamil-nadu,2021,2,salem,742566
tamil-nadu,2021,2,madurai,675035
tamil-nadu,2021,2,krishnagiri,635191
tamil-nadu,2021,2,tiruchirappalli,565156
tamil-nadu,2021,3,chennai,2124347
tamil-nadu,2021,3,thiruvallur,1744228
tamil-nadu,2021,3,coimbatore,1494350
tamil-nadu,2021,3,chengalpattu,1438295
tamil-nadu,2021,3,kancheepuram,1025651
tamil-nadu,2021,3,tiruppur,891753
tamil-nadu,2021,3,salem,798213
tamil-nadu,2021,3,madurai,725021
tamil-nadu,2021,3,krishnagiri,683549
tamil-nadu,2021,3,tiruchirappalli,607438
tamil-nadu,2021,1,chennai,1865001
tamil-nadu,2021,1,thiruvallur,1522407
tamil-nadu,2021,1,coimbatore,1304141
tamil-nadu,2021,1,chengalpattu,1259678
tamil-nadu,2021,1,kancheepuram,895950
tamil-nadu,2021,1,tiruppur,772074
tamil-nadu,2021,1,salem,693137
tamil-nadu,2021,1,madurai,630685
tamil-nadu,2021,1,krishnagiri,592655
tamil-nadu,2021,1,tiruchirappalli,527667
goa,2019,4,north goa,220385
goa,2019,4,south goa,133161
goa,2019,2,north goa,173002
goa,2019,2,south goa,105938
goa,2019,3,north goa,197361
goa,2019,3,south goa,119833
goa,2019,1,north goa,147802
goa,2019,1,south goa,90350
goa,2022,4,north goa,527826
goa,2022,4,south goa,327376
goa,2022,2,north goa,480353
goa,2022,2,south goa,297426
goa,2022,3,north goa,504946
goa,2022,3,south goa,312884
goa,2022,1,north goa,456250
goa,2022,1,south goa,282378
goa,2018,4,north goa,121001
goa,2018,4,south goa,74349
goa,2018,2,north goa,76192
goa,2018,2,south goa,45982
goa,2018,3,north goa,95307
goa,2018,3,south goa,58495
goa,2018,1,north goa,57769
goa,2018,1,south goa,34167
goa,2020,4,north goa,326479
goa,2020,4,south goa,201105
goa,2020,2,north goa,267533
goa,2020,2,south goa,163106
goa,2020,3,north goa,294195
goa,2020,3,south goa,180767
goa,2020,1,north goa,244309
goa,2020,1,south goa,147591
goa,2021,4,north goa,430814
goa,2021,4,south goa,266364
goa,2021,2,north goa,376703
goa,2021,2,south goa,232403
goa,2021,3,north goa,403952
goa,2021,3,south goa,249506
goa,2021,1,north goa,352593
goa,2021,1,south goa,217442
punjab,2019,4,ludhiana,671579
punjab,2019,4,sas nagar,422041
punjab,2019,4,amritsar,268663
punjab,2019,4,patiala,256911
punjab,2019,4,jalandhar,251259
punjab,2019,4,bathinda,180722
punjab,2019,4,fazilka,149868
punjab,2019,4,sangrur,143162
punjab,2019,4,hoshiarpur,113296
punjab,2019,4,gurdaspur,100393
punjab,2019,2,ludhiana,528745
punjab,2019,2,sas nagar,343153
punjab,2019,2,amritsar,206517
punjab,2019,2,patiala,199960
punjab,2019,2,jalandhar,195283
punjab,2019,2,bathinda,145282
punjab,2019,2,fazilka,118707
punjab,2019,2,sangrur,111996
punjab,2019,2,hoshiarpur,86022
punjab,2019,2,gurdaspur,75170
punjab,2019,3,ludhiana,601479
punjab,2019,3,sas nagar,385263
punjab,2019,3,amritsar,238628
punjab,2019,3,patiala,229488
punjab,2019,3,jalandhar,225027
punjab,2019,3,bathinda,162800
punjab,2019,3,fazilka,132573
punjab,2019,3,sangrur,127329
punjab,2019,3,hoshiarpur,99272
punjab,2019,3,gurdaspur,87043
punjab,2019,1,ludhiana,454370
punjab,2019,1,sas nagar,298288
punjab,2019,1,amritsar,171264
punjab,2019,1,patiala,169872
punjab,2019,1,jalandhar,164130
punjab,2019,1,bathinda,128070
punjab,2019,1,fazilka,104942
punjab,2019,1,sangrur,97326
punjab,2019,1,hoshiarpur,72128
punjab,2019,1,gurdaspur,62502
punjab,2022,4,ludhiana,1728119
punjab,2022,4,sas nagar,946603
punjab,2022,4,amritsar,686055
punjab,2022,4,jalandhar,649918
punjab,2022,4,patiala,635654
punjab,2022,4,bathinda,439064
punjab,2022,4,fazilka,380321
punjab,2022,4,sangrur,370649
punjab,2022,4,hoshiarpur,316389
punjab,2022,4,gurdaspur,284591
punjab,2022,2,ludhiana,1558996
punjab,2022,2,sas nagar,859976
punjab,2022,2,amritsar,625338
punjab,2022,2,jalandhar,590791
punjab,2022,2,patiala,579934
punjab,2022,2,bathinda,399793
punjab,2022,2,fazilka,345717
punjab,2022,2,sangrur,338752
punjab,2022,2,hoshiarpur,289259
punjab,2022,2,gurdaspur,260611
punjab,2022,3,ludhiana,1644780
punjab,2022,3,sas nagar,904073
punjab,2022,3,amritsar,656700
punjab,2022,3,jalandhar,621327
punjab,2022,3,patiala,608884
punjab,2022,3,bathinda,420285
punjab,2022,3,fazilka,363909
punjab,2022,3,sangrur,355769
punjab,2022,3,hoshiarpur,303683
punjab,2022,3,gurdaspur,273518
punjab,2022,1,ludhiana,1476288
punjab,2022,1,sas nagar,817209
punjab,2022,1,amritsar,593970
punjab,2022,1,jalandhar,560393
punjab,2022,1,patiala,550482
punjab,2022,1,bathinda,378864
punjab,2022,1,fazilka,327088
punjab,2022,1,sangrur,321129
punjab,2022,1,hoshiarpur,274004
punjab,2022,1,gurdaspur,247179
punjab,2018,4,ludhiana,378237
punjab,2018,4,sas nagar,250733
punjab,2018,4,patiala,142989
punjab,2018,4,amritsar,141933
punjab,2018,4,jalandhar,135966
punjab,2018,4,bathinda,109505
punjab,2018,4,fazilka,89590
punjab,2018,4,sangrur,82334
punjab,2018,4,hoshiarpur,59684
punjab,2018,4,gurdaspur,51644
punjab,2018,2,ludhiana,230404
punjab,2018,2,sas nagar,161605
punjab,2018,2,patiala,90123
punjab,2018,2,amritsar,82735
punjab,2018,2,jalandhar,79991
punjab,2018,2,bathinda,70948
punjab,2018,2,fazilka,60134
punjab,2018,2,sangrur,50749
punjab,2018,2,hoshiarpur,34576
punjab,2018,2,gurdaspur,29910
punjab,2018,3,ludhiana,296414
punjab,2018,3,sas nagar,201458
punjab,2018,3,patiala,113902
punjab,2018,3,amritsar,108935
punjab,2018,3,jalandhar,104824
punjab,2018,3,bathinda,88508
punjab,2018,3,fazilka,73785
punjab,2018,3,sangrur,64978
punjab,2018,3,hoshiarpur,45862
punjab,2018,3,gurdaspur,39920
punjab,2018,1,ludhiana,168625
punjab,2018,1,sas nagar,121113
punjab,2018,1,patiala,66507
punjab,2018,1,amritsar,59685
punjab,2018,1,jalandhar,57808
punjab,2018,1,bathinda,52466
punjab,2018,1,fazilka,44823
punjab,2018,1,sangrur,37485
punjab,2018,1,hoshiarpur,25348
punjab,2018,1,gurdaspur,21372
punjab,2020,4,ludhiana,1037696
punjab,2020,4,sas nagar,586500
punjab,2020,4,amritsar,423283
punjab,2020,4,jalandhar,396951
punjab,2020,4,patiala,391658
punjab,2020,4,bathinda,267808
punjab,2020,4,fazilka,228837
punjab,2020,4,sangrur,225211
punjab,2020,4,hoshiarpur,191711
punjab,2020,4,gurdaspur,173650
punjab,2020,2,ludhiana,853140
punjab,2020,2,sas nagar,498018
punjab,2020,2,amritsar,343732
punjab,2020,2,patiala,323801
punjab,2020,2,jalandhar,320498
punjab,2020,2,bathinda,222968
punjab,2020,2,fazilka,188515
punjab,2020,2,sangrur,183342
punjab,2020,2,hoshiarpur,153462
punjab,2020,2,gurdaspur,137571
punjab,2020,3,ludhiana,944936
punjab,2020,3,sas nagar,540527
punjab,2020,3,amritsar,383166
punjab,2020,3,jalandhar,359980
punjab,2020,3,patiala,358126
punjab,2020,3,bathinda,245674
punjab,2020,3,fazilka,208929
punjab,2020,3,sangrur,204491
punjab,2020,3,hoshiarpur,173002
punjab,2020,3,gurdaspur,155619
punjab,2020,1,ludhiana,756590
punjab,2020,1,sas nagar,460416
punjab,2020,1,amritsar,303767
punjab,2020,1,patiala,287330
punjab,2020,1,jalandhar,282191
punjab,2020,1,bathinda,200425
punjab,2020,1,fazilka,168714
punjab,2020,1,sangrur,161513
punjab,2020,1,hoshiarpur,129693
punjab,2020,1,gurdaspur,116534
punjab,2021,4,ludhiana,1388951
punjab,2021,4,sas nagar,772068
punjab,2021,4,amritsar,560687
punjab,2021,4,jalandhar,528440
punjab,2021,4,patiala,519356
punjab,2021,4,bathinda,356940
punjab,2021,4,fazilka,307291
punjab,2021,4,sangrur,302394
punjab,2021,4,hoshiarpur,257735
punjab,2021,4,gurdaspur,232798
punjab,2021,2,ludhiana,1204126
punjab,2021,2,sas nagar,675022
punjab,2021,2,amritsar,489463
punjab,2021,2,jalandhar,459789
punjab,2021,2,patiala,452152
punjab,2021,2,bathinda,309805
punjab,2021,2,fazilka,265874
punjab,2021,2,sangrur,261746
punjab,2021,2,hoshiarpur,223227
punjab,2021,2,gurdaspur,201976
punjab,2021,3,ludhiana,1296796
punjab,2021,3,sas nagar,723884
punjab,2021,3,amritsar,525756
punjab,2021,3,jalandhar,494582
punjab,2021,3,patiala,486329
punjab,2021,3,bathinda,333661
punjab,2021,3,fazilka,287001
punjab,2021,3,sangrur,282372
punjab,2021,3,hoshiarpur,240996
punjab,2021,3,gurdaspur,217927
punjab,2021,1,ludhiana,1121835
punjab,2021,1,sas nagar,631136
punjab,2021,1,amritsar,456913
punjab,2021,1,jalandhar,428704
punjab,2021,1,patiala,421866
punjab,2021,1,bathinda,288460
punjab,2021,1,fazilka,247363
punjab,2021,1,sangrur,243382
punjab,2021,1,hoshiarpur,207567
punjab,2021,1,gurdaspur,187933
jharkhand,2019,4,ranchi,548293
jharkhand,2019,4,dhanbad,436201
jharkhand,2019,4,east singhbhum,364379
jharkhand,2019,4,bokaro,322689
jharkhand,2019,4,hazaribagh,222038
jharkhand,2019,4,giridih,175648
jharkhand,2019,4,deoghar,155132
jharkhand,2019,4,palamu,141817
jharkhand,2019,4,ramgarh,134423
jharkhand,2019,4,saraikela kharsawan,112827
jharkhand,2019,2,ranchi,441616
jharkhand,2019,2,dhanbad,350861
jharkhand,2019,2,east singhbhum,293761
jharkhand,2019,2,bokaro,263361
jharkhand,2019,2,hazaribagh,174278
jharkhand,2019,2,giridih,140800
jharkhand,2019,2,deoghar,115129
jharkhand,2019,2,palamu,109508
jharkhand,2019,2,ramgarh,106681
jharkhand,2019,2,saraikela kharsawan,91579
jharkhand,2019,3,ranchi,495155
jharkhand,2019,3,dhanbad,388528
jharkhand,2019,3,east singhbhum,329319
jharkhand,2019,3,bokaro,290252
jharkhand,2019,3,hazaribagh,196452
jharkhand,2019,3,giridih,155689
jharkhand,2019,3,deoghar,132603
jharkhand,2019,3,palamu,123609
jharkhand,2019,3,ramgarh,119804
jharkhand,2019,3,saraikela kharsawan,101247
jharkhand,2019,1,ranchi,386608
jharkhand,2019,1,dhanbad,313255
jharkhand,2019,1,east singhbhum,256344
jharkhand,2019,1,bokaro,235969
jharkhand,2019,1,hazaribagh,151904
jharkhand,2019,1,giridih,123889
jharkhand,2019,1,deoghar,97449
jharkhand,2019,1,palamu,94917
jharkhand,2019,1,ramgarh,93606
jharkhand,2019,1,saraikela kharsawan,81052
jharkhand,2022,4,ranchi,1301412
jharkhand,2022,4,dhanbad,1009397
jharkhand,2022,4,east singhbhum,847360
jharkhand,2022,4,bokaro,731714
jharkhand,2022,4,hazaribagh,569551
jharkhand,2022,4,giridih,454873
jharkhand,2022,4,deoghar,441349
jharkhand,2022,4,palamu,393187
jharkhand,2022,4,ramgarh,334310
jharkhand,2022,4,saraikela kharsawan,272780
jharkhand,2022,2,ranchi,1176707
jharkhand,2022,2,dhanbad,910885
jharkhand,2022,2,east singhbhum,767451
jharkhand,2022,2,bokaro,661123
jharkhand,2022,2,hazaribagh,513316
jharkhand,2022,2,giridih,411014
jharkhand,2022,2,deoghar,397542
jharkhand,2022,2,palamu,353653
jharkhand,2022,2,ramgarh,301481
jharkhand,2022,2,saraikela kharsawan,247346
jharkhand,2022,3,ranchi,1240013
jharkhand,2022,3,dhanbad,961257
jharkhand,2022,3,east singhbhum,808077
jharkhand,2022,3,bokaro,697249
jharkhand,2022,3,hazaribagh,542145
jharkhand,2022,3,giridih,434250
jharkhand,2022,3,deoghar,420404
jharkhand,2022,3,palamu,374369
jharkhand,2022,3,ramgarh,318524
jharkhand,2022,3,saraikela kharsawan,260605
jharkhand,2022,1,ranchi,1115386
jharkhand,2022,1,dhanbad,862955
jharkhand,2022,1,east singhbhum,728043
jharkhand,2022,1,bokaro,626182
jharkhand,2022,1,hazaribagh,485388
jharkhand,2022,1,giridih,387949
jharkhand,2022,1,deoghar,375345
jharkhand,2022,1,palamu,333409
jharkhand,2022,1,ramgarh,284993
jharkhand,2022,1,saraikela kharsawan,234284
jharkhand,2018,4,ranchi,326599
jharkhand,2018,4,dhanbad,268439
jharkhand,2018,4,east singhbhum,217406
jharkhand,2018,4,bokaro,202242
jharkhand,2018,4,hazaribagh,126167
jharkhand,2018,4,giridih,103118
jharkhand,2018,4,deoghar,80669
jharkhand,2018,4,ramgarh,78772
jharkhand,2018,4,palamu,77478
jharkhand,2018,4,saraikela kharsawan,68611
jharkhand,2018,2,ranchi,216019
jharkhand,2018,2,dhanbad,181348
jharkhand,2018,2,east singhbhum,142493
jharkhand,2018,2,bokaro,139675
jharkhand,2018,2,hazaribagh,78856
jharkhand,2018,2,giridih,63248
jharkhand,2018,2,ramgarh,51846
jharkhand,2018,2,deoghar,50575
jharkhand,2018,2,palamu,45659
jharkhand,2018,2,saraikela kharsawan,43186
jharkhand,2018,3,ranchi,265341
jharkhand,2018,3,dhanbad,219103
jharkhand,2018,3,east singhbhum,176668
jharkhand,2018,3,bokaro,167183
jharkhand,2018,3,hazaribagh,99502
jharkhand,2018,3,giridih,80440
jharkhand,2018,3,deoghar,63814
jharkhand,2018,3,ramgarh,63704
jharkhand,2018,3,palamu,59382
